geocode_address	above_low	above_high	time	lat	lng
39 A VIVIAN ST, TENNYSON, BRISBANE	3.2	-3.8	29/01/2013 9:50:00 AM	-27.526378	152.996843
39 AQUARIUM AVE, HEMMANT, BRISBANE	0.6	-1.2	29/01/2013 11:00:00 AM	-27.4428064	153.1263685
39 ARGYLE ST, ALBION, BRISBANE	2.5	-0.7	29/01/2013 11:00:00 AM	-27.440649	153.042255
39 ARINGA CRES, KARANADOWNS, BRISBANE	10.4	-20.6	29/01/2013 5:35:00 PM	-27.545772	152.8319694
39 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.4	0	29/01/2013 11:00:00 AM	-27.482119	153.049579
39 ATKINSON DR, KARANADOWNS, BRISBANE	12.1	-13.6	29/01/2013 9:05:00 PM	-27.556887	152.81099
39 B ALLISON ST, BOWENHILLS, BRISBANE	0.1	-0.1	29/01/2013 11:00:00 AM	-27.4393598	153.041258
39 B FEEZ ST, YERONGA, BRISBANE	2.2	-3.9	29/01/2013 9:55:00 AM	-27.517267	153.012233
39 B MORAY ST, NEWFARM, BRISBANE	1.4	-1.2	29/01/2013 11:00:00 AM	-27.4650705	153.0400413
39 BALLY ST, KELVINGROVE, BRISBANE	0.2	-9.6	29/01/2013 11:00:00 AM	-27.442507	153.014487
39 BANCROFT RD, PINKENBA, BRISBANE	0.9	-0.3	29/01/2013 11:00:00 AM	-27.399138	153.132703
39 BEARD ST, AUCHENFLOWER, BRISBANE	0.9	-0.7	29/01/2013 10:40:00 AM	-27.470116	152.997017
39 BILLAGALL DR, KARANADOWNS, BRISBANE	11.5	-27.1	29/01/2013 2:25:00 PM	-27.538891	152.830613
39 BODALLA ST, NORMANPARK, BRISBANE	1.4	-3.4	29/01/2013 11:00:00 AM	-27.4761131	153.0539069
39 BOOBOOK ST, ROCKLEA, BRISBANE	0.5	-1.7	29/01/2013 9:50:00 AM	-27.549516	153.014278
39 BRISBANE CSO, FAIRFIELD, BRISBANE	1.7	-2.5	29/01/2013 10:15:00 AM	-27.4710107	153.0234489
39 BUTTERFIELD ST, HERSTON, BRISBANE	0.1	-0.9	29/01/2013 11:00:00 AM	-27.4453614	153.027244
39 CARINGAL DR, KARANADOWNS, BRISBANE	8.8	-14.6	29/01/2013 4:45:00 PM	-27.544579	152.837556
39 CASTLEBAR ST, KANGAROOPOINT, BRISBANE	0.2	-14.4	29/01/2013 11:00:00 AM	-27.4755338	153.0395611
39 COLLINGWOOD ST, ALBION, BRISBANE	0.2	-0.3	29/01/2013 11:00:00 AM	-27.433451	153.045012
39 COOKSLEY ST, HAMILTON, BRISBANE	0.3	-10.9	29/01/2013 11:00:00 AM	-27.438027	153.050071
39 COTTONWOOD PL, KHOLO, BRISBANE	2.1	-13.1	30/01/2013 2:40:00 AM	-27.535453	152.747268
39 CROSBY RD, ALBION, BRISBANE	0.1	-0.7	29/01/2013 11:00:00 AM	-27.4325011	153.0450295
39 DONALDSON ST, NORMANPARK, BRISBANE	2.4	0.4	29/01/2013 11:00:00 AM	-27.477798	153.054762
39 DOWNEY ST, WINDSOR, BRISBANE	0.4	-1.4	29/01/2013 11:00:00 AM	-27.44313	153.025992
39 FLEMING RD, HEMMANT, BRISBANE	0.1	-0.7	29/01/2013 11:00:00 AM	-27.463719	153.14252
39 GRAFTON ST, WINDSOR, BRISBANE	0.4	-0.3	29/01/2013 11:00:00 AM	-27.432886	153.034387
39 GRIFFITH ST, NEWFARM, BRISBANE	0.1	-3.2	29/01/2013 11:00:00 AM	-27.47389	153.042382
39 HERCULES ST, HAMILTON, BRISBANE	1.3	-3.1	29/01/2013 11:00:00 AM	-27.4395487	153.070009
39 HOPPER ST, PINKENBA, BRISBANE	0.4	0	29/01/2013 11:00:00 AM	-27.422109	153.117964
39 IVY ST, INDOOROOPILLY, BRISBANE	2.7	-14.6	29/01/2013 9:40:00 AM	-27.508366	152.980941
39 KATE ST, INDOOROOPILLY, BRISBANE	0.5	-5.2	29/01/2013 9:35:00 AM	-27.506351	152.964332
39 KIANAWAH RD, WYNNUMWEST, BRISBANE	0.2	-1.3	29/01/2013 11:00:00 AM	-27.444274	153.142491
39 LAIDLAW PDE, EASTBRISBANE, BRISBANE	1	-7.2	29/01/2013 11:00:00 AM	-27.477462	153.0476268
39 LAUREL AVE, CHELMER, BRISBANE	2.2	-12.6	29/01/2013 9:30:00 AM	-27.511796	152.968532
39 LOGAN AVE, OXLEY, BRISBANE	1.6	-2.1	29/01/2013 9:50:00 AM	-27.561727	152.98169
39 MACQUARIE ST, TENERIFFE, BRISBANE	0.8	-4.3	29/01/2013 11:00:00 AM	-27.4603905	153.0502765
39 MCBRIDE RD, PINKENBA, BRISBANE	0.4	0	29/01/2013 11:00:00 AM	-27.421959	153.119184
39 MCCONNELL ST, BULIMBA, BRISBANE	0.6	-1.4	29/01/2013 11:00:00 AM	-27.442685	153.058285
39 MORE ST, HERSTON, BRISBANE	1.4	-0.9	29/01/2013 11:00:00 AM	-27.44207	153.014992
39 NARIEL ST, ALBION, BRISBANE	0.5	0.4	29/01/2013 11:00:00 AM	-27.4383542	153.0436958
39 NICHOLAS ST, WINDSOR, BRISBANE	0.5	-1.1	29/01/2013 11:00:00 AM	-27.440195	153.028371
39 NORTHEY ST, WINDSOR, BRISBANE	0	-0.4	29/01/2013 11:00:00 AM	-27.441981	153.028035
39 PRESTON ST, WOOLLOONGABBA, BRISBANE	2.3	-0.4	29/01/2013 11:00:00 AM	-27.494499	153.047683
39 RICHMOND ST, CORINDA, BRISBANE	4.5	-7	29/01/2013 9:15:00 AM	-27.545673	152.972945
39 RIVERSLEIGH RD, BELLBOWRIE, BRISBANE	2.7	-21.1	29/01/2013 7:15:00 AM	-27.549287	152.886147
39 SANDGATE RD, ALBION, BRISBANE	0.6	-0.5	29/01/2013 11:00:00 AM	-27.4396467	153.0432018
39 SOUTTER ST, PINKENBA, BRISBANE	1.4	-3.1	29/01/2013 11:00:00 AM	-27.4257125	153.1218756
39 SUTTON ST, CHELMER, BRISBANE	4.3	-4.5	29/01/2013 9:30:00 AM	-27.512324	152.968258
39 WALTER AVE, EASTBRISBANE, BRISBANE	0.3	-4.1	29/01/2013 11:00:00 AM	-27.479618	153.048887
39 WATERLOO ST, NEWSTEAD, BRISBANE	1.5	-2.4	29/01/2013 11:00:00 AM	-27.4481908	153.0445054
39 WELSBY ST, NEWFARM, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM	-27.466515	153.049042
39 WENDOUREE CRES, WESTLAKE, BRISBANE	5.4	-6.7	29/01/2013 7:40:00 AM	-27.544224	152.908055
39 YARAWA ST, KENMORE, BRISBANE	4.9	-9.7	29/01/2013 8:15:00 AM	-27.5229993	152.9250195
390 KHOLO RD, KHOLO, BRISBANE	10.5	-44	30/01/2013 2:45:00 AM	-27.544311	152.748118
391 KIANAWAH RD, WYNNUMWEST, BRISBANE	0.6	-2.3	29/01/2013 11:00:00 AM	-27.462404	153.141543
3919 MOGGILL RD, MOGGILL, BRISBANE	10	-6.9	29/01/2013 3:20:00 AM	-27.594096	152.857509
394 HAWKESBURY RD, ANSTEAD, BRISBANE	10.6	-21.8	29/01/2013 7:35:00 AM	-27.55661	152.853945
394 HAWTHORNE RD, BULIMBA, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM	-27.456255	153.061137
395 JESMOND RD, FIGTREEPOCKET, BRISBANE	4.4	-10.2	29/01/2013 9:25:00 AM	-27.522239	152.964678
396 HAWTHORNE RD, BULIMBA, BRISBANE	0.4	0	29/01/2013 11:00:00 AM	-27.456112	153.061176
397 BRISBANE CSO, YERONGA, BRISBANE	2.6	-3.9	29/01/2013 10:10:00 AM	-27.4710107	153.0234489
397 PRIORS POCKET RD, MOGGILL, BRISBANE	8.5	-5.6	29/01/2013 4:50:00 AM	-27.596443	152.894307
397 THYNNE RD, MORNINGSIDE, BRISBANE	2.2	-2.8	29/01/2013 11:00:00 AM	-27.450055	153.07924
398 HAWKESBURY RD, ANSTEAD, BRISBANE	10.4	-21.7	29/01/2013 7:35:00 AM	-27.556442	152.855602
398 HAWTHORNE RD, BULIMBA, BRISBANE	0.3	0	29/01/2013 11:00:00 AM	-27.455984	153.061201
398 JESMOND RD, FIGTREEPOCKET, BRISBANE	4.4	-7.2	29/01/2013 9:25:00 AM	-27.5212082	152.9656114
398 TINGIRA ST, PINKENBA, BRISBANE	2.1	-9.7	29/01/2013 11:00:00 AM	-27.403367	153.141338
399 BRISBANE CSO, YERONGA, BRISBANE	1.5	-3.9	29/01/2013 10:10:00 AM	-27.4710107	153.0234489
399 KIANAWAH RD, WYNNUMWEST, BRISBANE	0.5	-1.9	29/01/2013 11:00:00 AM	-27.462374	153.142669
4 A BIMBIL ST, ALBION, BRISBANE	0.2	-2	29/01/2013 11:00:00 AM	-27.4329973	153.041617
4 ALBANY ST, WINDSOR, BRISBANE	0.3	0	29/01/2013 11:00:00 AM	-27.435295	153.037106
4 ALDRIDGE ST, AUCHENFLOWER, BRISBANE	0.5	-1.2	29/01/2013 10:40:00 AM	-27.474463	152.997414
4 AUSTIN ST, NEWSTEAD, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM	-27.445411	153.04363
4 BIMBIL ST, ALBION, BRISBANE	0.7	-0.8	29/01/2013 11:00:00 AM	-27.4329973	153.041617
4 BURRINGBAR ST, HEMMANT, BRISBANE	0.4	-5.5	29/01/2013 11:00:00 AM	-27.454479	153.124752
4 CAVENDISH RD, COORPAROO, BRISBANE	1.6	-2.9	29/01/2013 11:00:00 AM	-27.4857094	153.0532628
4 COMMERCIAL RD, NEWSTEAD, BRISBANE	2.5	-0.4	29/01/2013 11:00:00 AM	-27.45243	153.041252
4 CORELLA ST, ROCKLEA, BRISBANE	0.1	-1.2	29/01/2013 9:50:00 AM	-27.548383	153.014505
4 DORSEY ST, MILTON, BRISBANE	0.8	-3.3	29/01/2013 10:40:00 AM	-27.471794	153.001365
4 ENOGGERA RD, NEWMARKET, BRISBANE	1.2	-8	29/01/2013 11:00:00 AM	-27.442849	153.006303
4 GORDON ST, HAWTHORNE, BRISBANE	1.1	-0.2	29/01/2013 11:00:00 AM	-27.461606	153.05391
4 GORDON ST, NEWSTEAD, BRISBANE	0.5	0.2	29/01/2013 11:00:00 AM	-27.44794	153.044463
4 HIGGS ST, ALBION, BRISBANE	0.2	-0.5	29/01/2013 11:00:00 AM	-27.440585	153.04503
4 HOPE ST, NORMANPARK, BRISBANE	0.2	-0.6	29/01/2013 11:00:00 AM	-27.4824681	153.0593129
4 JINGARA CT, KARANADOWNS, BRISBANE	9.8	-18	29/01/2013 5:10:00 PM	-27.545021	152.837442
4 LAND ST, TOOWONG, BRISBANE	0.4	-2.3	29/01/2013 10:35:00 AM	-27.481335	152.995346
4 LEURA AVE, HAWTHORNE, BRISBANE	0.1	-0.7	29/01/2013 11:00:00 AM	-27.457715	153.058683
4 LEURA TCE, HAWTHORNE, BRISBANE	1.5	-5	29/01/2013 11:00:00 AM	-27.458054	153.053704
4 LINCOLN ST, OXLEY, BRISBANE	1.4	-0.2	29/01/2013 9:50:00 AM	-27.556692	152.978088
4 MACINTOSH ST, AUCHENFLOWER, BRISBANE	1	-1.5	29/01/2013 10:40:00 AM	-27.470601	152.999374
4 MARIE ST, BULIMBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM	-27.45631	153.061662
4 MARIGOLD ST, HEMMANT, BRISBANE	0.2	-0.3	29/01/2013 11:00:00 AM	-27.447222	153.124092
4 MORETON ST, NORMANPARK, BRISBANE	0.2	-7.2	29/01/2013 11:00:00 AM	-27.476894	153.056451
4 PARK ST, ALBION, BRISBANE	0.7	0.1	29/01/2013 11:00:00 AM	-27.438732	153.043892
4 ROSS ST, NEWSTEAD, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM	-27.443885	153.041951
4 SHOEBURY ST, ROCKLEA, BRISBANE	0.5	-0.6	29/01/2013 9:50:00 AM	-27.54285	153.007288
4 STANLEY ST, SOUTHBRISBANE, BRISBANE	2.8	-2.9	29/01/2013 10:50:00 AM	-27.470215	153.01747
4 SYDNEY ST, FAIRFIELD, BRISBANE	0.5	-2.3	29/01/2013 10:15:00 AM	-27.508034	153.023045
4 TURBO DR, WOOLLOONGABBA, BRISBANE	2.3	0.6	29/01/2013 11:00:00 AM	-27.4925329	153.0489908
4 TURNER ST, CHELMER, BRISBANE	0.4	-0.9	29/01/2013 9:40:00 AM	-27.516199	152.9801148
4 WENDELL ST, NORMANPARK, BRISBANE	0.5	-3.7	29/01/2013 11:00:00 AM	-27.472651	153.056377
4 WYNNUM RD, NORMANPARK, BRISBANE	2.4	-4.1	29/01/2013 11:00:00 AM	-27.476055	153.050511
40  PARK AVE, EASTBRISBANE, BRISBANE	0.7	-2.3	29/01/2013 11:00:00 AM	-27.477269	153.042566
40  WELSBY ST, NEWFARM, BRISBANE	0.1	0	29/01/2013 11:00:00 AM	-27.466129	153.048466
40 A PARK AVE, EASTBRISBANE, BRISBANE	0.4	-0.5	29/01/2013 11:00:00 AM	-27.477269	153.042566
40 ANTON RD, HEMMANT, BRISBANE	0.8	-1.4	29/01/2013 11:00:00 AM	-27.4356142	153.1336335
40 AQUARIUM AVE, HEMMANT, BRISBANE	0.3	-1.2	29/01/2013 11:00:00 AM	-27.4429726	153.1260991
40 ARCHER ST, TOOWONG, BRISBANE	2	-18	29/01/2013 10:30:00 AM	-27.486422	152.994903
40 BARKER ST, EASTBRISBANE, BRISBANE	0.8	-2.1	29/01/2013 11:00:00 AM	-27.482119	153.049579
40 BOOBOOK ST, ROCKLEA, BRISBANE	1.4	0	29/01/2013 9:50:00 AM	-27.549821	153.014894
40 BOWEN ST, WINDSOR, BRISBANE	0.4	-0.3	29/01/2013 11:00:00 AM	-27.433352	153.03441
40 CANBERRA ST, HEMMANT, BRISBANE	1	-2.5	29/01/2013 11:00:00 AM	-27.443051	153.127981
40 CASTLEMAINE ST, MILTON, BRISBANE	0.4	-10.5	29/01/2013 10:40:00 AM	-27.4647417	153.0085934
40 CASWELL ST, EASTBRISBANE, BRISBANE	0.9	-1.8	29/01/2013 11:00:00 AM	-27.4885697	153.0500253
40 COLLINGWOOD ST, ALBION, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM	-27.432985	153.045141
40 DOUGLAS ST, MILTON, BRISBANE	0.6	-0.3	29/01/2013 10:40:00 AM	-27.4721088	153.0027392
40 FRANCIS ST, CORINDA, BRISBANE	4.8	-1.3	29/01/2013 9:20:00 AM	-27.537398	152.973779
40 GILLAN ST, NORMANPARK, BRISBANE	0.9	-0.3	29/01/2013 11:00:00 AM	-27.478308	153.050729
40 GLEN RD, TOOWONG, BRISBANE	0.3	-7.1	29/01/2013 10:30:00 AM	-27.487692	152.994418
40 HAIG RD, MILTON, BRISBANE	1.1	0.7	29/01/2013 10:40:00 AM	-27.468318	152.99973
40 HEATH ST, EASTBRISBANE, BRISBANE	0.7	-0.2	29/01/2013 11:00:00 AM	-27.47992	153.049753
40 HERMANNS RD, KHOLO, BRISBANE	13.8	-98.2	30/01/2013 2:15:00 AM	-27.512192	152.76064
40 HOPPER ST, PINKENBA, BRISBANE	0.4	-0.2	29/01/2013 11:00:00 AM	-27.422735	153.117847
40 INGHAMS PL, HEMMANT, BRISBANE	0.1	-1.2	29/01/2013 11:00:00 AM	-27.442632	153.1382248
40 JILBA ST, INDOOROOPILLY, BRISBANE	3.3	-23.4	29/01/2013 9:30:00 AM	-27.51222	152.966091
40 LACKEY AVE, COORPAROO, BRISBANE	0.3	-3.4	29/01/2013 11:00:00 AM	-27.493582	153.055443
40 LANDSDOWNE ST, COORPAROO, BRISBANE	0.3	-0.7	29/01/2013 11:00:00 AM	-27.481787	153.057671
40 LATHER RD, BELLBOWRIE, BRISBANE	4.1	-13.8	29/01/2013 7:15:00 AM	-27.553384	152.893499
40 MCBRIDE RD, PINKENBA, BRISBANE	0.1	-0.6	29/01/2013 11:00:00 AM	-27.422104	153.118533
40 MCDONALD ST, HAWTHORNE, BRISBANE	0.2	-0.7	29/01/2013 11:00:00 AM	-27.45737	153.059443
40 MELBOURNE ST, ROCKLEA, BRISBANE	0.6	0.1	29/01/2013 9:50:00 AM	-27.539776	153.008606
40 MORE ST, KELVINGROVE, BRISBANE	0.6	-7.6	29/01/2013 11:00:00 AM	-27.442395	153.0145
40 NICHOLAS ST, WINDSOR, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM	-27.440747	153.028375
40 PARINGA RD, MURARRIE, BRISBANE	2.2	-2.3	29/01/2013 11:00:00 AM	-27.443751	153.109943
40 PARK AVE, EASTBRISBANE, BRISBANE	0.6	-3.2	29/01/2013 11:00:00 AM	-27.477269	153.042566
40 RICHMOND ST, CORINDA, BRISBANE	4.8	-6.6	29/01/2013 9:15:00 AM	-27.545765	152.972493
40 SCENIC RD, KENMORE, BRISBANE	5.3	-3.2	29/01/2013 8:15:00 AM	-27.526784	152.926771
40 SINNAMON RD, SINNAMONPARK, BRISBANE	2.9	-6.6	29/01/2013 9:05:00 AM	-27.538333	152.955698
40 TEMPLE ST, COORPAROO, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM	-27.487793	153.057088
40 VANWALL RD, MOGGILL, BRISBANE	7.4	-19.5	29/01/2013 6:15:00 AM	-27.5729785	152.8938791
40 VERA PL, TINGALPA, BRISBANE	0.6	-2.5	29/01/2013 11:00:00 AM	-27.469907	153.113681
40 VICTORIA ST, FAIRFIELD, BRISBANE	1.1	-6.4	29/01/2013 10:15:00 AM	-27.5062278	153.026763
40 WELSBY ST, NEWFARM, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM	-27.466129	153.048466
40 WILLIAM PDE, FAIRFIELD, BRISBANE	0.1	-0.7	29/01/2013 10:15:00 AM	-27.5077788	153.0181951
40 WYANDRA ST, NEWSTEAD, BRISBANE	0	-0.9	29/01/2013 11:00:00 AM	-27.4523681	153.0455989
400 HAWTHORNE RD, BULIMBA, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM	-27.455855	153.061226
400 LYTTON RD, MORNINGSIDE, BRISBANE	1.5	-20.3	29/01/2013 11:00:00 AM	-27.455184	153.081496
400 PRIORS POCKET RD, MOGGILL, BRISBANE	7.2	-9	29/01/2013 5:05:00 AM	-27.591993	152.898754
401 BRISBANE CSO, YERONGA, BRISBANE	1.8	-3.9	29/01/2013 10:10:00 AM	-27.4710107	153.0234489
401 SHERWOOD RD, ROCKLEA, BRISBANE	3.2	-2.4	29/01/2013 9:50:00 AM	-27.535683	152.992988
402 HAWKESBURY RD, ANSTEAD, BRISBANE	11.1	-13.5	29/01/2013 8:00:00 AM	-27.555284	152.850681
402 HAWTHORNE RD, BULIMBA, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM	-27.455726	153.06125
403 BRISBANE CSO, YERONGA, BRISBANE	0.2	-4.5	29/01/2013 10:10:00 AM	-27.4710107	153.0234489
404 HAWTHORNE RD, BULIMBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM	-27.4556141	153.0615491
405  HAWTHORNE RD, BULIMBA, BRISBANE	0	-0.1	29/01/2013 11:00:00 AM	-27.4561865	153.0615004
405  HAWTHORNE RD, BULIMBA, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM	-27.4561865	153.0615004
405 B THYNNE RD, MORNINGSIDE, BRISBANE	10.4	-2	29/01/2013 11:00:00 AM	-27.44898	153.075321
405 BRISBANE CSO, YERONGA, BRISBANE	0.9	-4.8	29/01/2013 10:10:00 AM	-27.4710107	153.0234489
405 E THYNNE RD, MORNINGSIDE, BRISBANE	2.3	-2.3	29/01/2013 11:00:00 AM	-27.44898	153.075321
405 HAWTHORNE RD, BULIMBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM	-27.4561865	153.0615004
405 SHERWOOD RD, SHERWOOD, BRISBANE	3.8	-3	29/01/2013 9:50:00 AM	-27.532274	152.993723
405 THYNNE RD, MORNINGSIDE, BRISBANE	14.2	-3.5	29/01/2013 11:00:00 AM	-27.44898	153.075321
406 HAWTHORNE RD, BULIMBA, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM	-27.455438	153.061319
406 MAIN MYRTLETOWN RD, PINKENBA, BRISBANE	0	-1.6	29/01/2013 11:00:00 AM	-27.4153261	153.1245047
407 BRISBANE CSO, YERONGA, BRISBANE	1.1	-4.9	29/01/2013 10:10:00 AM	-27.4710107	153.0234489
407 KIANAWAH RD, WYNNUMWEST, BRISBANE	0.4	-1.2	29/01/2013 11:00:00 AM	-27.462768	153.142992
409  HAWTHORNE RD, BULIMBA, BRISBANE	0.2	0	29/01/2013 11:00:00 AM	-27.4559616	153.0615495
409 HAWTHORNE RD, BULIMBA, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM	-27.4559616	153.0615495
41 A GILLAN ST, NORMANPARK, BRISBANE	1.6	-1	29/01/2013 11:00:00 AM	-27.478122	153.050041
41 A MCBRIDE RD, PINKENBA, BRISBANE	0.4	0.1	29/01/2013 11:00:00 AM	-27.421847	153.119212
41 A MCCONNELL ST, BULIMBA, BRISBANE	1.5	-1.4	29/01/2013 11:00:00 AM	-27.44278	153.058048
41 A PORT DR, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM	-27.38114	153.1672165
41 ALLISON ST, BOWENHILLS, BRISBANE	0.2	-3.1	29/01/2013 11:00:00 AM	-27.4391691	153.0411905
41 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM	-27.481946	153.049411
41 ATKINSON DR, KARANADOWNS, BRISBANE	10.2	-13.6	29/01/2013 9:05:00 PM	-27.556136	152.811189
41 B GARDENS POINT RD, BRISBANECITY, BRISBANE	0.9	-0.5	29/01/2013 10:55:00 AM	-27.4770196	153.026674
41 BEARD ST, AUCHENFLOWER, BRISBANE	0.5	-0.9	29/01/2013 10:40:00 AM	-27.470029	152.996934
41 BIRUBI ST, COORPAROO, BRISBANE	2.6	-4.7	29/01/2013 11:00:00 AM	-27.484611	153.055205
41 BLACK ST, MILTON, BRISBANE	0.9	-1.3	29/01/2013 10:40:00 AM	-27.4668438	153.0066158
41 BRISBANE CSO, FAIRFIELD, BRISBANE	1.7	-3.1	29/01/2013 10:15:00 AM	-27.4710107	153.0234489
41 BRYDEN ST, WINDSOR, BRISBANE	0.4	-0.9	29/01/2013 11:00:00 AM	-27.439481	153.033148
41 COOKSLEY ST, HAMILTON, BRISBANE	0.3	-2.7	29/01/2013 11:00:00 AM	-27.437978	153.049785
41 CROSBY RD, ALBION, BRISBANE	0	-0.9	29/01/2013 11:00:00 AM	-27.4325195	153.0451002
41 EAGLE FARM RD, PINKENBA, BRISBANE	1.5	-12.4	29/01/2013 11:00:00 AM	-27.4279426	153.1172077
41 EAGLE TCE, AUCHENFLOWER, BRISBANE	0.6	-1.9	29/01/2013 10:40:00 AM	-27.472319	152.999927
41 ESPLANADE, YERONGA, BRISBANE	0.1	-0.8	29/01/2013 10:05:00 AM	-27.513945	153.000432
41 FORSYTH ST, FAIRFIELD, BRISBANE	0.2	-6	29/01/2013 10:10:00 AM	-27.51115	153.019778
41 GLENHURST ST, PINJARRAHILLS, BRISBANE	6	-17.8	29/01/2013 7:15:00 AM	-27.5493658	152.8965438
41 GRAFTON ST, WINDSOR, BRISBANE	0.4	-1.3	29/01/2013 11:00:00 AM	-27.4327804	153.0358948
41 GRIFFITH ST, NEWFARM, BRISBANE	1.5	-3	29/01/2013 11:00:00 AM	-27.474026	153.042436
41 ILLAWONG WAY, KARANADOWNS, BRISBANE	12.6	-14.2	29/01/2013 8:15:00 PM	-27.555858	152.818365
41 INGHAMS PL, HEMMANT, BRISBANE	0.3	-1.4	29/01/2013 11:00:00 AM	-27.4428522	153.1380032
41 KATOOMBA AVE, HAWTHORNE, BRISBANE	0.3	-0.9	29/01/2013 11:00:00 AM	-27.458334	153.05879
41 KING ARTHUR TCE, TENNYSON, BRISBANE	2.6	-11.6	29/01/2013 9:50:00 AM	-27.524355	152.997876
41 LOGAN AVE, OXLEY, BRISBANE	0.3	-2	29/01/2013 9:50:00 AM	-27.561695	152.981837
41 MACQUARIE ST, TENERIFFE, BRISBANE	0.7	-4.6	29/01/2013 11:00:00 AM	-27.4603493	153.050236
41 MAXWELL ST, NEWFARM, BRISBANE	2.3	-9.1	29/01/2013 11:00:00 AM	-27.469686	153.04084
41 MCBRIDE RD, PINKENBA, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM	-27.421847	153.119212
41 MELBOURNE ST, ROCKLEA, BRISBANE	0.8	-1.3	29/01/2013 9:50:00 AM	-27.539777	153.009584
41 NARIEL ST, ALBION, BRISBANE	0.5	0.3	29/01/2013 11:00:00 AM	-27.4382689	153.043708
41 NEWSTEAD TCE, NEWSTEAD, BRISBANE	2	-1.9	29/01/2013 11:00:00 AM	-27.446078	153.046492
41 PATRICK LANE, AUCHENFLOWER, BRISBANE	0.2	-4.8	29/01/2013 10:35:00 AM	-27.478497	152.996868
41 RIVERSLEIGH RD, BELLBOWRIE, BRISBANE	1.6	-17.6	29/01/2013 7:15:00 AM	-27.549627	152.885578
41 RIVERVIEW PL, YERONGA, BRISBANE	1.4	-13.3	29/01/2013 10:00:00 AM	-27.515	153.006052
41 ROSECLIFFE ST, HIGHGATEHILL, BRISBANE	3.9	-25.2	29/01/2013 10:20:00 AM	-27.492604	153.018613
41 STRATFORD ST, MOGGILL, BRISBANE	0.8	-26.1	29/01/2013 6:00:00 AM	-27.579559	152.892722
41 THIESFIELD ST, FIGTREEPOCKET, BRISBANE	0.3	-11.8	29/01/2013 9:25:00 AM	-27.526302	152.96172
41 TORWOOD ST, AUCHENFLOWER, BRISBANE	0.1	-2.5	29/01/2013 10:40:00 AM	-27.468958	152.998431
41 VIVIAN ST, TENNYSON, BRISBANE	2.7	-3.7	29/01/2013 9:50:00 AM	-27.5266108	152.9970788
41 WALCOTT ST, STLUCIA, BRISBANE	0.4	-3.4	29/01/2013 10:25:00 AM	-27.495065	153.007197
41 WALTER AVE, EASTBRISBANE, BRISBANE	0.3	-2.9	29/01/2013 11:00:00 AM	-27.479689	153.048823
41 YARAWA ST, KENMORE, BRISBANE	4.4	-8.3	29/01/2013 8:15:00 AM	-27.5230464	152.9247995
41 YOUNGS RD, HEMMANT, BRISBANE	0.8	-1.4	29/01/2013 11:00:00 AM	-27.452167	153.140122
410 HAWKESBURY RD, ANSTEAD, BRISBANE	10.8	-18.4	29/01/2013 8:00:00 AM	-27.554876	152.85444
411 BRISBANE CSO, YERONGA, BRISBANE	1	-5.1	29/01/2013 10:10:00 AM	-27.4710107	153.0234489
412 A STANLEY ST, SOUTHBRISBANE, BRISBANE	3.1	-1.2	29/01/2013 10:55:00 AM	-27.481942	153.026473
412 MAIN MYRTLETOWN RD, PINKENBA, BRISBANE	0.4	-1.7	29/01/2013 11:00:00 AM	-27.4153261	153.1245047
412 STANLEY ST, SOUTHBRISBANE, BRISBANE	8.6	-9.9	29/01/2013 10:55:00 AM	-27.481942	153.026473
413 BRISBANE CSO, YERONGA, BRISBANE	1.4	-5.5	29/01/2013 10:10:00 AM	-27.4710107	153.0234489
414 CLIVEDEN AVE, CORINDA, BRISBANE	2.4	-1.5	29/01/2013 9:50:00 AM	-27.549866	152.990895
415 BOWHILL RD, DURACK, BRISBANE	0.6	-9.1	29/01/2013 9:50:00 AM	-27.584217	152.991383
415 BRISBANE CSO, YERONGA, BRISBANE	1.2	-5.7	29/01/2013 10:10:00 AM	-27.4710107	153.0234489
415 HAWTHORNE RD, BULIMBA, BRISBANE	0.3	-0.3	29/01/2013 11:00:00 AM	-27.455854	153.061859
